ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Seller,Brand,Remaining_Warranty,Remaining_Registration,Age,Live_Add,Sold,Engine_Size
No,No,81.5,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,11.0,Liquid,KOREA,2.0,Chain,197.0,V-Twin,Piston,12.0,2_into_1,2019-08-25,Other,Four_Piston,Hydraulic,300.0,Conventional_Fork,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1095.0,CDI_(Capacitive_Discharge_Ignition),18280.0,2019-09-08,2019-09-08,Yes,2095.0,No,48.0,4821.0,70.0,7857.0,GT650R_EFI,0.0,3495,25.0,Double_Piston,Hydraulic,230.0,Shock,130.0,95.0,790.0,2.0,Forward,Yes,Standard,Electric,VIC,62.0,none,Dual_Sided,39.0,No,97.0,https://www.bikesales.com.au/bikes/details/2014-hyosung-gt650r-efi/OAG-AD-17542133/?Cr=1,4.0,211.0,Spoke,1435.0,720.0,Dealer,Hyosung,57,0,5,14.0,Sold,650
No,No,81.5,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,11.0,Liquid,KOREA,2.0,Chain,197.0,V-Twin,Piston,12.0,2_into_1,2019-08-25,Other,Four_Piston,Hydraulic,300.0,Conventional_Fork,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1095.0,CDI_(Capacitive_Discharge_Ignition),1804.0,2019-08-30,2019-08-30,Yes,2095.0,No,40.0,750.0,70.0,8000.0,GT650R_EFI,0.0,4490,25.0,Double_Piston,Hydraulic,230.0,Shock,130.0,95.0,790.0,2.0,Forward,Yes,Standard,Electric,VIC,62.0,none,Dual_Sided,39.0,No,97.0,https://www.bikesales.com.au/bikes/details/2015-hyosung-gt650r-efi/OAG-AD-17541257/?Cr=5,4.0,211.0,Spoke,1435.0,720.0,Dealer,Hyosung,45,0,4,5.0,Sold,650
No,No,100.0,DOHC_(Double_Over_Head_Cam),Fuel_injection,Engine,Multi_plate,black,10.0,Liquid,JAPAN,2.0,Chain,194.0,V-Twin,Piston,12.0,4_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,320.0,Telescopic,130.0,18.0,Left_foot_lever,6.0,Manual,137.38195121951225,1145.0,Digital,22180.0,2019-05-26,2019-07-12,No,2040.0,No,134.0,11946.0,119.0,10055.0,VTR1000SP_2,4216.0,12399,23.5,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,808.4078372719101,2.0,Forward,Standard,Standard,Electric,QLD,63.6,Coombabah,Dual_Sided,62.0,No,95.0,https://www.bikesales.com.au/bikes/details/2005-honda-vtr1000sp-2/SSE-AD-6108546/?Cr=0,4.0,202.0,Spoke,1420.0,725.0,Private,Honda,0,9,14,11.0,Sold,950
No,No,100.0,DOHC_(Double_Over_Head_Cam),Fuel_injection,Engine,Multi_plate,white,10.0,Liquid,JAPAN,2.0,Chain,194.0,V-Twin,Piston,12.0,2_into_2,2019-07-01,Aluminium,Four_Piston,Hydraulic,320.0,Telescopic,130.0,18.0,Left_foot_lever,6.0,Manual,137.38195121951225,1145.0,Digital,36526.0,2019-06-02,2019-09-08,No,2040.0,No,134.0,11946.0,119.0,10055.0,VTR1000SP_2,2256.0,14000,23.5,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,808.4078372719101,2.0,Forward,Standard,Standard,Electric,NSW,63.6,Blackwall,Dual_Sided,62.0,No,95.0,https://www.bikesales.com.au/bikes/details/2003-honda-vtr1000sp-2/SSE-AD-6121396/?Cr=1,4.0,202.0,Spoke,1420.0,725.0,Private,Honda,0,0,16,69.0,Sold,950
No,No,100.0,DOHC_(Double_Over_Head_Cam),Fuel_injection,Engine,Multi_plate,white,10.0,Liquid,JAPAN,2.0,Chain,194.0,V-Twin,Piston,12.0,2_into_2,2019-07-01,Aluminium,Four_Piston,Hydraulic,320.0,Telescopic,130.0,18.0,Left_foot_lever,6.0,Manual,137.38195121951225,1145.0,Digital,48320.0,2019-06-26,2019-09-08,No,2040.0,No,134.0,11946.0,119.0,10055.0,VTR1000SP_2,2093.0,15800,23.5,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,808.4078372719101,2.0,Forward,Standard,No,Electric,NSW,63.6,Manly_vale,Dual_Sided,62.0,No,95.0,https://www.bikesales.com.au/bikes/details/2002-honda-vtr1000sp-2/SSE-AD-6163733/?Cr=2,4.0,202.0,Spoke,1420.0,725.0,Private,Honda,0,6,17,69.0,Sold,950
No,No,100.0,DOHC_(Double_Over_Head_Cam),Fuel_injection,Engine,Multi_plate,black,10.0,Liquid,JAPAN,2.0,Chain,194.0,V-Twin,Piston,12.0,4_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,320.0,Telescopic,130.0,18.0,Left_foot_lever,6.0,Manual,137.38195121951225,1145.0,Digital,28125.0,2019-06-24,2019-09-08,No,2040.0,No,134.0,11946.0,119.0,10055.0,VTR1000SP_2,2168.0,16500,23.5,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,808.4078372719101,2.0,Forward,Standard,Standard,Electric,NSW,63.6,Green_valley,Dual_Sided,62.0,No,95.0,https://www.bikesales.com.au/bikes/details/2005-honda-vtr1000sp-2/SSE-AD-2459669/?Cr=3,4.0,202.0,Spoke,1420.0,725.0,Private,Honda,0,0,14,69.0,Sold,950
No,No,100.0,DOHC_(Double_Over_Head_Cam),Fuel_injection,Engine,Multi_plate,black,10.0,Liquid,JAPAN,2.0,Chain,194.0,V-Twin,Piston,12.0,2_into_2,2019-08-07,Aluminium,Four_Piston,Hydraulic,320.0,Telescopic,130.0,18.0,Left_foot_lever,6.0,Manual,137.38195121951225,1145.0,Digital,27700.0,2019-07-20,2019-08-17,No,2040.0,No,134.0,11946.0,119.0,10055.0,VTR_SP,3193.0,12000,23.5,Single_Piston,Hydraulic,220.0,Spring,120.0,95.0,808.4078372719101,2.0,Forward,Standard,Standard,Electric,VIC,63.6,Black_rock,Dual_Sided,62.0,No,95.0,https://www.bikesales.com.au/bikes/details/2003-honda-vtr1000sp-2/SSE-AD-6204348/?Cr=6,4.0,202.0,Spoke,1420.0,725.0,Private,Honda,0,1,16,10.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,11.0,Liquid,JAPAN,4.0,Chain,174.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Upside_Down,120.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,57000.0,2019-06-30,2019-08-12,No,2040.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,4118.0,3000,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,QLD,58.0,Browns_plains,Dual_Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2003-yamaha-yzf-r1/SSE-AD-6170054/?Cr=1,4.0,202.0,Spoke,1395.0,705.0,Private,Yamaha,0,0,16,41.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,blue,11.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Telescopic,135.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,55157.0,2019-06-01,2019-07-12,No,2095.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,4504.0,3500,24.0,Double_Piston,Hydraulic,245.0,Spring,130.0,95.0,815.0,2.0,Forward,Yes,Standard,Kick,QLD,58.0,Narangba,Dual_Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2000-yamaha-yzf-r1/SSE-AD-5801575/?Cr=2,5.0,194.0,Aluminium,1395.0,695.0,Private,Yamaha,0,0,19,10.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,11.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Telescopic,120.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,92000.0,2019-06-29,2019-07-12,No,2040.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,2329.0,3800,24.0,Double_Piston,Hydraulic,245.0,Hydraulic,130.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,NSW,58.0,Merriwa,Dual_Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2002-yamaha-yzf-r1/SSE-AD-6044674/?Cr=3,4.0,193.0,Spoke,1395.0,705.0,Private,Yamaha,0,5,17,10.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,11.0,Liquid,JAPAN,4.0,Chain,174.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Upside_Down,120.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,45868.0,2019-07-01,2019-09-08,No,2040.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,2010.0,4699,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,NSW,58.0,Darlinghurst,Dual_Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2003-yamaha-yzf-r1/SSE-AD-5912691/?Cr=6,4.0,202.0,Spoke,1395.0,705.0,Private,Yamaha,0,8,16,68.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,red,11.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Telescopic,135.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,51408.0,2019-06-25,2019-07-12,No,2095.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,2530.0,4700,24.0,Double_Piston,Hydraulic,245.0,Spring,130.0,95.0,815.0,2.0,Forward,Yes,Standard,Kick,NSW,58.0,Avondale,Dual_Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2000-yamaha-yzf-r1/SSE-AD-6071359/?Cr=7,5.0,194.0,Aluminium,1395.0,695.0,Private,Yamaha,0,0,19,10.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,11.0,Liquid,JAPAN,4.0,Chain,174.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Upside_Down,120.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,45536.0,2019-06-29,2019-07-12,No,2040.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,6018.0,5200,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,WA,58.0,Doubleview,Dual_Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2004-yamaha-yzf-r1/SSE-AD-6150991/?Cr=8,4.0,202.0,Other,1395.0,705.0,Private,Yamaha,0,3,15,10.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Carburettor,Engine,Multi_plate,orange,11.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Telescopic,135.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,57000.0,2019-06-16,2019-09-08,No,2095.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,4511.0,5800,24.0,Double_Piston,Hydraulic,245.0,Spring,130.0,95.0,815.0,2.0,Forward,Yes,Standard,Electric,QLD,58.0,Ningi,Dual_Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2001-yamaha-yzf-r1/SSE-AD-6146203/?Cr=9,4.0,194.0,Aluminium,1395.0,695.0,Private,Yamaha,0,0,18,68.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Carburettor,Engine,Multi_plate,blue,11.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Telescopic,135.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,52000.0,2019-06-28,2019-08-07,No,2095.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,3807.0,5900,24.0,Double_Piston,Hydraulic,245.0,Spring,130.0,95.0,815.0,2.0,Forward,Yes,Standard,Electric,VIC,58.0,Beaconsfield,Dual_Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2001-yamaha-yzf-r1/SSE-AD-5711216/?Cr=10,4.0,194.0,Aluminium,1395.0,695.0,Private,Yamaha,0,0,18,36.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,11.0,Liquid,JAPAN,4.0,Chain,174.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Upside_Down,120.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,14140.0,2019-08-26,2019-08-26,No,2040.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,0.0,6490,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,QLD,58.0,none,Dual_Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2003-yamaha-yzf-r1/OAG-AD-17258305/?Cr=15,4.0,202.0,Spoke,1395.0,705.0,Dealer,Yamaha,0,0,16,55.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,grey,11.0,Liquid,JAPAN,4.0,Chain,174.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Upside_Down,120.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,12000.0,2019-06-25,2019-09-08,No,2040.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,3340.0,7000,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,VIC,58.0,Bacchus_marsh,Dual_Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2004-yamaha-yzf-r1/SSE-AD-6044780/?Cr=19,4.0,202.0,Other,1395.0,705.0,Private,Yamaha,0,8,15,68.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,blue,11.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Telescopic,135.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,25503.0,2019-09-08,2019-09-08,No,2095.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,0.0,7490,24.0,Double_Piston,Hydraulic,245.0,Spring,130.0,95.0,815.0,2.0,Forward,Yes,Standard,Kick,VIC,58.0,none,Dual_Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2000-yamaha-yzf-r1/OAG-AD-17089913/?Cr=22,5.0,194.0,Aluminium,1395.0,695.0,Dealer,Yamaha,0,0,19,68.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,red,11.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Telescopic,135.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,18000.0,2019-07-12,2019-07-12,No,2095.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,0.0,7995,24.0,Double_Piston,Hydraulic,245.0,Spring,130.0,95.0,815.0,2.0,Forward,Yes,Standard,Kick,QLD,58.0,none,Dual_Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2000-yamaha-yzf-r1/OAG-AD-17325602/?Cr=28,5.0,194.0,Aluminium,1395.0,695.0,Dealer,Yamaha,0,0,19,10.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,silver,11.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Telescopic,120.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,24000.0,2019-06-17,2019-07-12,No,2040.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,3875.0,8000,24.0,Double_Piston,Hydraulic,245.0,Hydraulic,130.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,VIC,58.0,Bairnsdale,Dual_Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2002-yamaha-yzf-r1/SSE-AD-4279016/?Cr=31,4.0,193.0,Spoke,1395.0,705.0,Private,Yamaha,0,0,17,10.0,Sold,950
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,11.0,Liquid,JAPAN,4.0,Chain,174.0,Inline,Piston,12.0,4_into_1,2019-07-02,Steel,Four_Piston,Hydraulic,298.0,Upside_Down,120.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,41000.0,2019-06-18,2019-09-08,No,2040.0,No,111.86,10000.0,119.0,10055.0,YZF_R1,3438.0,8000,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,VIC,58.0,New_gisborne,Dual_Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2004-yamaha-yzf-r1/SSE-AD-6062519/?Cr=35,4.0,202.0,Other,1395.0,705.0,Private,Yamaha,0,3,15,68.0,Sold,950
Standard,No,68.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,11.0,Liquid,INDONESIA,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-02,Steel,Double_Piston,Hydraulic,298.0,Telescopic,130.0,14.0,Left_foot_lever,6.0,Manual,160.0,1135.0,CDI_(Capacitive_Discharge_Ignition),2200.0,2019-06-04,2019-07-02,Yes,2090.0,No,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,4305.0,4000,95.0,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,780.0,2.0,Forward,Standard,Standard,Electric,QLD,44.1,Ipswich,Dual_Sided,38.0,No,97.0,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r3-movistar-yzf-r3asp/SSE-AD-6086452/?Cr=0,4.0,169.0,Spoke,1380.0,720.0,Private,Yamaha,33,3,3,0.0,Sold,300
Standard,No,68.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,11.0,Liquid,INDONESIA,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-02,Steel,Double_Piston,Hydraulic,298.0,Telescopic,130.0,14.0,Left_foot_lever,6.0,Manual,160.0,1135.0,CDI_(Capacitive_Discharge_Ignition),1407.0,2019-07-01,2019-08-17,Yes,2090.0,No,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,4814.0,4500,95.0,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,780.0,2.0,Forward,Standard,Standard,Electric,QLD,44.1,Garbutt,Dual_Sided,38.0,No,97.0,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r3-movistar-yzf-r3asp/SSE-AD-5988664/?Cr=1,4.0,169.0,Spoke,1380.0,720.0,Private,Yamaha,33,0,3,46.0,Sold,300
Standard,No,68.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,none,11.0,Liquid,INDONESIA,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-02,Steel,Double_Piston,Hydraulic,298.0,Telescopic,130.0,14.0,Left_foot_lever,6.0,Manual,160.0,1135.0,CDI_(Capacitive_Discharge_Ignition),3265.67,2019-07-02,2019-07-02,Yes,2090.0,No,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,0.0,5998,95.0,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,780.0,2.0,Forward,Standard,Standard,Electric,NSW,44.1,none,Dual_Sided,38.0,No,97.0,https://www.bikesales.com.au/bikes/details/2018-yamaha-yzf-r3-movistar-yzf-r3asp/OAG-AD-17223704/?Cr=2,4.0,169.0,Spoke,1380.0,720.0,Dealer,Yamaha,9,0,1,0.0,Sold,300
Standard,No,68.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,11.0,Liquid,INDONESIA,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-02,Steel,Double_Piston,Hydraulic,298.0,Telescopic,130.0,14.0,Left_foot_lever,6.0,Manual,160.0,1135.0,CDI_(Capacitive_Discharge_Ignition),3265.67,2019-09-08,2019-09-08,Yes,2090.0,No,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,0.0,5999,95.0,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,780.0,2.0,Forward,Standard,Standard,Electric,NSW,44.1,none,Dual_Sided,38.0,No,97.0,https://www.bikesales.com.au/bikes/details/2018-yamaha-yzf-r3-movistar-yzf-r3asp/OAG-AD-17299873/?Cr=3,4.0,169.0,Spoke,1380.0,720.0,Dealer,Yamaha,9,0,1,68.0,Sold,300
Standard,No,68.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,none,11.0,Liquid,INDONESIA,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-02,Steel,Double_Piston,Hydraulic,298.0,Telescopic,130.0,14.0,Left_foot_lever,6.0,Manual,160.0,1135.0,CDI_(Capacitive_Discharge_Ignition),1521.1429999999998,2019-09-08,2019-09-08,Yes,2090.0,No,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,0.0,6399,95.0,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,780.0,2.0,Forward,Standard,Standard,Electric,none,44.1,none,Dual_Sided,38.0,No,97.0,https://www.bikesales.com.au/bikes/details/2019-yamaha-yzf-r3-movistar-yzf-r3asp-my18/SHRM-AD-510536/?Cr=4,4.0,169.0,Spoke,1380.0,720.0,Private,Yamaha,0,0,0,68.0,Sold,300
Standard,No,68.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,11.0,Liquid,INDONESIA,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-02,Steel,Double_Piston,Hydraulic,298.0,Telescopic,130.0,14.0,Left_foot_lever,6.0,Manual,160.0,1135.0,CDI_(Capacitive_Discharge_Ignition),3265.67,2019-08-12,2019-08-12,Yes,2090.0,No,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,0.0,6790,95.0,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,780.0,2.0,Forward,Standard,Standard,Electric,NSW,44.1,none,Dual_Sided,38.0,No,97.0,https://www.bikesales.com.au/bikes/details/2018-yamaha-yzf-r3-movistar-yzf-r3asp/OAG-AD-17329733/?Cr=5,4.0,169.0,Spoke,1380.0,720.0,Dealer,Yamaha,9,0,1,41.0,Sold,300
Standard,No,68.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,11.0,Liquid,INDONESIA,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-12,Steel,Double_Piston,Hydraulic,298.0,Telescopic,130.0,14.0,Left_foot_lever,6.0,Manual,160.0,1135.0,CDI_(Capacitive_Discharge_Ignition),8301.0,2019-07-09,2019-09-08,Yes,2090.0,No,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,0.0,4990,95.0,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,780.0,2.0,Forward,Standard,Standard,Electric,QLD,44.1,none,Dual_Sided,38.0,No,97.0,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r3-movistar-yzf-r3asp/OAG-AD-17400402/?Cr=1,4.0,169.0,Spoke,1380.0,720.0,Private,Yamaha,33,1,3,58.0,Sold,300
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,11.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,Piston,12.0,4_into_1,2019-08-07,Steel,Four_Piston,Hydraulic,298.0,Telescopic,120.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,45000.0,2019-07-21,2019-09-08,No,2040.0,No,111.86,10000.0,119.0,10055.0,R1,6023.0,3900,24.0,Double_Piston,Hydraulic,245.0,Hydraulic,130.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,WA,58.0,Duncraig,Dual_Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2002-yamaha-yzf-r1/SSE-AD-6083142/?Cr=2,4.0,193.0,Spoke,1395.0,705.0,Private,Yamaha,0,1,17,32.0,Sold,950
Standard,No,68.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,11.0,Liquid,INDONESIA,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-08-07,Steel,Double_Piston,Hydraulic,298.0,Telescopic,130.0,14.0,Left_foot_lever,6.0,Manual,160.0,1135.0,CDI_(Capacitive_Discharge_Ignition),6455.0,2019-09-08,2019-09-08,Yes,2090.0,No,30.9,10750.0,30.0,9000.0,Street,0.0,4990,95.0,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,780.0,2.0,Forward,Standard,Standard,Electric,QLD,44.1,none,Dual_Sided,38.0,No,97.0,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r3-movistar-yzf-r3asp/OAG-AD-17476030/?Cr=1,4.0,169.0,Spoke,1380.0,720.0,Dealer,Yamaha,33,2,3,32.0,Sold,300
