ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Seller,Brand,Remaining_Warranty,Remaining_Registration,Age,Live_Add,Sold,Engine_Size
No,No,76.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,none,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_1,2019-07-01,Steel,Four_Piston,Disc,300.0,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,127.0,1130.0,CDI_(Capacitive_Discharge_Ignition),46000.0,2019-07-01,2019-07-01,No,2102.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,5990,25.0,Single_Piston,Disc,220.0,Spring,125.0,95.0,824.87,2.0,Forward,Standard,No,Electric,WA,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2006-kawasaki-ninja-zx-10r/OAG-AD-16939911/?Cr=2,4.0,202.0,Spoke,1383.0,717.748,Dealer,Kawasaki,153,0,13,0.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,orange,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_1,2019-07-01,Steel,Four_Piston,Hydraulic,300.0,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,127.0,1130.0,CDI_(Capacitive_Discharge_Ignition),65700.0,2019-09-08,2019-09-08,No,2102.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,5990,25.0,Single_Piston,Hydraulic,220.0,Spring,125.0,95.0,824.87,2.0,Forward,Standard,No,Electric,QLD,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2004-kawasaki-ninja-zx-10r/OAG-AD-16982114/?Cr=3,4.0,202.0,Spoke,1383.0,717.748,Dealer,Kawasaki,177,0,15,69.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,orange,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_1,2019-07-01,Steel,Four_Piston,Hydraulic,300.0,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,127.0,1130.0,CDI_(Capacitive_Discharge_Ignition),65956.0,2019-07-01,2019-08-17,No,2102.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,4655.0,6000,25.0,Single_Piston,Hydraulic,220.0,Spring,125.0,95.0,824.87,2.0,Forward,Standard,No,Electric,QLD,55.0,Urraween,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2004-kawasaki-ninja-zx-10r/SSE-AD-6171542/?Cr=4,4.0,202.0,Spoke,1383.0,717.748,Private,Kawasaki,177,8,15,47.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_1,2019-07-01,Steel,Four_Piston,Disc,300.0,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,127.0,1130.0,CDI_(Capacitive_Discharge_Ignition),29130.0,2019-06-30,2019-07-01,No,2102.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,2560.0,6250,25.0,Single_Piston,Disc,220.0,Spring,125.0,95.0,824.87,2.0,Forward,Standard,No,Electric,NSW,55.0,Bradbury,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2006-kawasaki-ninja-zx-10r/SSE-AD-6160093/?Cr=5,4.0,202.0,Spoke,1383.0,717.748,Private,Kawasaki,153,9,13,0.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_1,2019-07-01,Steel,Four_Piston,Disc,300.0,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,127.0,1130.0,CDI_(Capacitive_Discharge_Ignition),21203.0,2019-07-01,2019-07-01,No,2102.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,6500,25.0,Single_Piston,Disc,220.0,Spring,125.0,95.0,824.87,2.0,Forward,Standard,No,Electric,TAS,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2005-kawasaki-ninja-zx-10r/OAG-AD-17250417/?Cr=6,4.0,202.0,Spoke,1383.0,717.748,Dealer,Kawasaki,165,1,14,0.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,49968.0,2019-07-12,2019-07-12,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,6990,25.5,Single_Piston,Disc,220.0,Shock,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,QLD,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2009-kawasaki-ninja-zx-10r-my10/OAG-AD-17205765/?Cr=8,4.0,202.0,Spoke,1415.0,710.0,Dealer,Kawasaki,117,0,10,11.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,51000.0,2019-09-08,2019-09-08,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,6990,25.5,Single_Piston,Disc,220.0,Shock,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,QLD,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-10r-my09/OAG-AD-17361937/?Cr=9,4.0,202.0,Spoke,1415.0,710.0,Dealer,Kawasaki,129,9,11,69.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,silver,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_1,2019-07-01,Steel,Four_Piston,Disc,300.0,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,127.0,1130.0,CDI_(Capacitive_Discharge_Ignition),20000.0,2019-06-16,2019-09-08,No,2102.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,4217.0,7250,25.0,Single_Piston,Disc,220.0,Spring,125.0,95.0,824.87,2.0,Forward,Standard,No,Electric,QLD,55.0,Benowa,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2006-kawasaki-ninja-zx-10r/SSE-AD-5824553/?Cr=10,4.0,202.0,Spoke,1383.0,717.748,Private,Kawasaki,153,0,13,69.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,175.1,Inline,Piston,12.0,4_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,127.0,1129.0,CDI_(Capacitive_Discharge_Ignition),36800.0,2019-06-08,2019-08-07,No,2102.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,2570.0,7500,25.0,Single_Piston,Hydraulic,220.0,Spring,125.0,95.0,824.87,2.0,Forward,Yes,No,Electric,NSW,55.0,Spring_farm,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2007-kawasaki-ninja-zx-10r/SSE-AD-5474043/?Cr=12,4.0,202.0,Spoke,1383.0,706.0,Private,Kawasaki,141,1,12,37.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,22000.0,2019-05-20,2019-07-12,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,5068.0,7500,25.5,Single_Piston,Disc,220.0,Shock,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,SA,55.0,Kensington_park,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-10r-my09/SSE-AD-6068189/?Cr=13,4.0,202.0,Spoke,1415.0,710.0,Private,Kawasaki,129,0,11,11.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,12345.0,2019-06-15,2019-07-12,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,2179.0,7500,25.5,Single_Piston,Disc,220.0,Shock,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,NSW,55.0,Leppington,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-10r/SSE-AD-6093506/?Cr=14,4.0,202.0,Spoke,1415.0,710.0,Private,Kawasaki,129,8,11,11.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,none,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,37000.0,2019-09-08,2019-09-08,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,7990,25.5,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,WA,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2010-kawasaki-ninja-zx-10r/OAG-AD-17282068/?Cr=15,4.0,202.0,Spoke,1415.0,710.0,Dealer,Kawasaki,105,0,9,69.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,32321.0,2019-09-08,2019-09-08,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,7990,25.5,Single_Piston,Disc,220.0,Shock,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,WA,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-10r-my09/OAG-AD-16906770/?Cr=16,4.0,202.0,Spoke,1415.0,710.0,Dealer,Kawasaki,129,0,11,69.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,12080.0,2019-09-08,2019-09-08,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,7990,25.5,Single_Piston,Disc,220.0,Shock,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,VIC,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2009-kawasaki-ninja-zx-10r/OAG-AD-16971813/?Cr=17,4.0,202.0,Spoke,1415.0,710.0,Dealer,Kawasaki,117,0,10,69.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,7634.0,2019-06-15,2019-09-08,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,4215.0,8000,25.5,Single_Piston,Disc,220.0,Shock,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,QLD,55.0,Labrador,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-10r-my09/SSE-AD-6063979/?Cr=18,4.0,202.0,Spoke,1415.0,710.0,Private,Kawasaki,129,1,11,69.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,18757.0,2019-08-25,2019-08-25,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,8990,25.5,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,NSW,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2010-kawasaki-ninja-zx-10r/OAG-AD-17225381/?Cr=20,4.0,202.0,Spoke,1415.0,710.0,Dealer,Kawasaki,105,0,9,55.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_1,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,135.0,1115.0,Digital_Electronic,31518.0,2019-08-17,2019-08-17,No,2075.0,No,154.4,13000.0,120.0,12000.0,Ninja_ZX_10R,0.0,8990,25.0,Single_Piston,Hydraulic,220.0,Adjustable,140.0,95.0,813.0,2.0,Forward,Standard,Standard,Electric,VIC,55.0,none,Dual_Sided,47.0,No,107.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-zx-10r/OAG-AD-16926677/?Cr=21,4.0,198.0,Spoke,1425.0,715.0,Dealer,Kawasaki,81,0,7,47.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_2,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,21640.0,2019-08-30,2019-08-30,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,9990,25.5,Single_Piston,Hydraulic,220.0,Spring,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,QLD,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-zx-10r/OAG-AD-17165675/?Cr=22,4.0,208.0,Spoke,1415.0,710.0,Dealer,Kawasaki,93,1,8,60.0,Sold,950
No,No,76.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,12.0,Liquid,JAPAN,4.0,Chain,179.0,Inline,Piston,12.0,2_into_2,2019-07-01,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1135.0,Digital_Electronic,25189.0,2019-08-12,2019-08-12,No,2110.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R,0.0,9999,25.5,Single_Piston,Hydraulic,220.0,Spring,125.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,VIC,55.0,none,Dual_Sided,43.0,No,110.0,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-zx-10r/OAG-AD-16870981/?Cr=23,4.0,208.0,Spoke,1415.0,710.0,Dealer,Kawasaki,93,0,8,42.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_2,2019-07-01,Steel,Four_Piston,Hydraulic,308.827332010207,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,59000.0,2019-06-18,2019-09-08,No,2090.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R_,2216.0,7200,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,No,Electric,NSW,55.966,Brighton-le-sands,Dual_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-zx-10r-abs/SSE-AD-5452061/?Cr=0,4.0,202.0,Spoke,1422.0,717.748,Private,Kawasaki,93,3,8,69.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_2,2019-07-01,Steel,Four_Piston,Hydraulic,308.827332010207,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,49000.0,2019-06-07,2019-09-08,No,2090.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R_,3064.0,7500,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,No,Electric,VIC,55.966,Roxburgh_park,Dual_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-zx-10r-abs-my12/SSE-AD-5795835/?Cr=1,4.0,202.0,Spoke,1422.0,717.748,Private,Kawasaki,93,0,8,69.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,2_into_1,2019-07-01,Steel,Four_Piston,Disc,308.827332010207,Inverted,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,8245.0,2019-06-27,2019-07-01,No,2090.0,Standard,154.4,13000.0,120.0,12000.0,Ninja_ZX_10R_,4210.0,8500,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,Standard,Electric,QLD,55.966,Oxenford,Dual_Sided,38.83226371061844,Standard,97.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-zx-10r-abs-my13/SSE-AD-6050276/?Cr=2,4.0,202.0,Spoke,1422.0,717.748,Private,Kawasaki,81,1,7,0.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,green,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_2,2019-07-01,Steel,Four_Piston,Hydraulic,308.827332010207,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,32823.0,2019-06-20,2019-09-08,No,2090.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R_,2850.0,8990,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,No,Electric,NSW,55.966,Mudgee,Dual_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-zx-10r-abs/SSE-AD-5648624/?Cr=3,4.0,202.0,Spoke,1422.0,717.748,Private,Kawasaki,81,0,7,69.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,grey,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_2,2019-07-01,Steel,Four_Piston,Hydraulic,308.827332010207,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,22264.0,2019-07-01,2019-09-08,No,2090.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R_,3437.0,9250,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,No,Electric,VIC,55.966,Gisborne,Dual_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-zx-10r-abs-my12/SSE-AD-5146950/?Cr=4,4.0,202.0,Spoke,1422.0,717.748,Private,Kawasaki,93,0,8,69.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,2_into_1,2019-07-01,Aluminium,Four_Piston,Disc,308.827332010207,Inverted,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,31000.0,2019-06-15,2019-07-01,No,2090.0,Standard,154.4,13000.0,120.0,12000.0,Ninja_ZX_10R_,2170.0,9990,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,Standard,Electric,NSW,55.966,Casula,Dual_Sided,38.83226371061844,Standard,97.0,https://www.bikesales.com.au/bikes/details/2013-kawasaki-ninja-zx-10r-abs-my14/SSE-AD-6136568/?Cr=5,4.0,202.0,Spoke,1422.0,717.748,Private,Kawasaki,69,7,6,0.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_2,2019-07-01,Steel,Four_Piston,Hydraulic,308.827332010207,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,40558.0,2019-09-08,2019-09-08,No,2090.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R_,0.0,9990,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,No,Electric,QLD,55.966,none,Dual_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-zx-10r-abs/OAG-AD-17271519/?Cr=6,4.0,202.0,Spoke,1422.0,717.748,Dealer,Kawasaki,81,0,7,69.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,2_into_1,2019-07-01,Steel,Four_Piston,Disc,308.827332010207,Inverted,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,30000.0,2019-06-30,2019-09-08,No,2090.0,Standard,154.4,13000.0,120.0,12000.0,Ninja_ZX_10R_,2126.0,9999,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,Standard,Electric,NSW,55.966,Cherrybrook,Dual_Sided,38.83226371061844,Standard,97.0,https://www.bikesales.com.au/bikes/details/2013-kawasaki-ninja-zx-10r-abs/SSE-AD-6119611/?Cr=7,4.0,202.0,Spoke,1422.0,717.748,Private,Kawasaki,69,0,6,69.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_2,2019-07-01,Steel,Four_Piston,Hydraulic,308.827332010207,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,3670.0,2019-05-26,2019-09-08,No,2090.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R_,2106.0,9999,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,No,Electric,NSW,55.966,Newport,Dual_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-zx-10r-abs/SSE-AD-5944342/?Cr=8,4.0,202.0,Spoke,1422.0,717.748,Private,Kawasaki,93,0,8,69.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,2_into_1,2019-07-01,Steel,Four_Piston,Disc,308.827332010207,Inverted,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,9435.0,2019-06-08,2019-09-08,No,2090.0,Standard,154.4,13000.0,120.0,12000.0,Ninja_ZX_10R_,6069.0,10000,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,Standard,Electric,WA,55.966,Aveley,Dual_Sided,38.83226371061844,Standard,97.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-zx-10r-abs-my13/SSE-AD-6093816/?Cr=9,4.0,202.0,Spoke,1422.0,717.748,Private,Kawasaki,81,3,7,69.0,Sold,950
Standard,No,79.666,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,Piston,12.0,4_into_2,2019-07-01,Steel,Four_Piston,Hydraulic,308.827332010207,Telescopic,120.0,17.7,Left_foot_lever,6.0,Manual,145.0,1145.0,Digital_Electronic,26000.0,2019-06-22,2019-07-01,No,2090.0,No,134.0,11946.0,119.0,10055.0,Ninja_ZX_10R_,4011.0,10000,25.971825876662784,Single_Piston,Hydraulic,226.77625108475556,Shock,114.0,95.0,835.0,2.0,Forward,Yes,No,Electric,QLD,55.966,Clayfield,Dual_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-zx-10r-abs/SSE-AD-6144534/?Cr=10,4.0,202.0,Spoke,1422.0,717.748,Private,Kawasaki,81,2,7,0.0,Sold,950
